Year,ReefName,ReefLabel,Total_Dives,Total_Diver_Hours,Wasted_Diver_Hours,Borderline_Diver_Hours,Needed_Diver_Hours,NeededLow_Diver_Hours,NeededHigh_Diver_Hours,Total_COTS_Culled,Proportion_Wasted,Proportion_Borderline,Proportion_Needed,Proportion_NeededLow,Proportion_NeededHigh,Scout_Diver_Hours,Initial_CPUE,Total_Tows,Mean_COTS_per_Tow,Tows_With_Scars,Pct_Tows_With_Scars,Total_eDNA_Samples,eDNA_Positives,eDNA_Mean_Conc,eDNA_Date,eDNA_Pct_Positive
2023,U/N Reef (21-465),21-465,220,857.8666666666667,387.7,196.23333333333332,273.93333333333334,129.48333333333332,144.45,3113,0.45193503263910473,0.22874572583152003,0.3193192415293752,0.15093643145788,0.16838281007149516,9.133333333333333,0.01824817518248175,1033,0.10551790900290416,136,13.165537270087125,NA,NA,NA,NA,NA
2023,Lady Musgrave Reef (23-082a),23-082a,110,550.9333333333333,314.6333333333333,161.43333333333334,74.86666666666666,72.63333333333334,2.2333333333333334,729,0.571091481122943,0.2930179090029042,0.13589060987415294,0.13183688286544049,0.004053727008712488,8.333333333333334,0.015999999999999997,725,0.041379310344827586,84,11.586206896551724,NA,NA,NA,NA,NA
2023,Round-Russell Reef (17-013),17-013,56,300.1666666666667,292.1666666666667,8,0,0,0,88,0.9733481399222654,0.02665186007773459,0,0,0,22.166666666666668,0,93,0,27,29.03225806451613,NA,NA,NA,NA,NA
2023,Martin Reef (14-123),14-123,91,601,269.8333333333333,132.83333333333334,198.33333333333334,76.5,121.83333333333333,1551,0.4489739323349972,0.22102052135330008,0.33000554631170276,0.12728785357737105,0.20271769273433166,12.666666666666666,0.019736842105263157,184,0.010869565217391304,21,11.41304347826087,NA,NA,NA,NA,NA
2023,Fore And Aft Reef (18-043),18-043,57,322.3,244.06666666666666,59.833333333333336,18.4,18.4,0,232,0.7572654876409142,0.18564484434791603,0.057089668011169714,0.057089668011169714,0,26.666666666666668,0.005,251,0.01593625498007968,42,16.733067729083665,NA,NA,NA,NA,NA
2023,Michaelmas Reef (16-060),16-060,33,243.33333333333334,243.33333333333334,0,0,0,0,23,1,0,0,0,0,33.333333333333336,0.0014999999999999998,330,0,20,6.0606060606060606,NA,NA,NA,NA,NA
2023,Moore Reef (16-071),16-071,42,231.58333333333334,231.58333333333334,0,0,0,0,26,1,0,0,0,0,14.5,0.004597701149425287,213,0,28,13.145539906103288,36,25,40.44839610661111,2023-07-05,69.44444444444444
2023,Eddy Reef (17-047),17-047,38,224.66666666666666,224.66666666666666,0,0,0,0,27,1,0,0,0,0,26.666666666666668,0.00125,164,0,12,7.317073170731707,NA,NA,NA,NA,NA
2023,Heron Reef (23-052a),23-052a,59,296.81666666666666,223.26666666666668,24.366666666666667,49.18333333333333,35.7,13.483333333333333,318,0.7522039418271661,0.08209332360042676,0.1657027345724072,0.12027626480992758,0.045426469762479646,17.483333333333334,0.01811248808388942,406,0.029556650246305417,30,7.389162561576355,NA,NA,NA,NA,NA
2023,Batt Reef (16-029),16-029,85,400.25,210.35,76.41666666666667,113.48333333333333,81.65,31.833333333333332,725,0.5255465334166146,0.19092234020403914,0.28353112637934624,0.20399750156152407,0.0795336248178222,13,0.07307692307692308,547,0.012797074954296161,60,10.968921389396709,36,33,54.90810790483334,2023-07-03,91.66666666666666
2023,Rocky Islets Reef (14-132a),14-132a,34,246,206,40,0,0,0,129,0.8373983739837398,0.16260162601626016,0,0,0,32.666666666666664,0.004591836734693878,86,0,24,27.906976744186046,NA,NA,NA,NA,NA
2023,Britomart Reef (18-024),18-024,66,389.5,199.75,62.916666666666664,126.83333333333333,92.83333333333333,34,690,0.5128369704749679,0.1615318784766795,0.32563115104835255,0.2383397518185708,0.08729139922978177,28.666666666666668,0.01744186046511628,603,0.001658374792703151,16,2.6533996683250414,NA,NA,NA,NA,NA
2023,Arlington Reef (16-064),16-064,33,184.25,184.25,0,0,0,0,20,1,0,0,0,0,11.166666666666666,0,345,0,15,4.3478260869565215,NA,NA,NA,NA,NA
2023,Fitzroy Reef (23-077),23-077,47,243.8,164.98333333333332,59.78333333333333,19.033333333333335,19.033333333333335,0,237,0.6767158873393491,0.2452146568225321,0.07806945583811868,0.07806945583811868,0,11.4,0.014619883040935672,473,0.02536997885835095,42,8.879492600422834,NA,NA,NA,NA,NA
2023,Lady Elliot Island Reef (24-008),24-008,26,155.43333333333334,146.5,4.433333333333334,4.5,4.5,0,73,0.9425262706412181,0.028522410465365647,0.028951318893416254,0.028951318893416254,0,10,0.008333333333333333,147,0.006802721088435374,31,21.08843537414966,NA,NA,NA,NA,NA
2023,(Little) Broadhurst Reef (18-106),18-106,67,369.03333333333336,144.2,132.26666666666668,92.56666666666666,86.5,6.066666666666666,658,0.3907506097010206,0.3584138740854485,0.25083551621353084,0.23439617017432932,0.016439346039201514,13.6,0.056372549019607844,236,0.05508474576271186,71,30.08474576271186,NA,NA,NA,NA,NA
2023,Beaver Reef (17-051),17-051,26,143.5,143.5,0,0,0,0,27,1,0,0,0,0,11.166666666666666,0.008955223880597015,66,0,8,12.121212121212121,NA,NA,NA,NA,NA
2024,Heron Reef (23-052a),23-052a,131,728.1833333333333,556.8333333333334,88.15,83.2,74.23333333333333,8.966666666666667,548,0.764688379757845,0.12105467945343436,0.1142569407887208,0.10194319196173125,0.01231374882698954,4.133333333333334,0.012096774193548385,634,0.00946372239747634,58,9.14826498422713,NA,NA,NA,NA,NA
2024,(Big) Broadhurst Reef (No 1) (18-100a),18-100a,156,937.8333333333334,512.35,184.46666666666667,241.01666666666668,137.16666666666666,103.85,1689,0.5463124222498668,0.19669450861915763,0.25699306913097564,0.14625910787275634,0.11073396125821929,19,0.014035087719298246,777,0.003861003861003861,90,11.583011583011583,NA,NA,NA,NA,NA
2024,U/N Reef (21-551),21-551,234,1277.6833333333334,353.85,241.01666666666668,682.8166666666667,164.68333333333334,518.1333333333333,16058,0.2769465569194245,0.18863568176778284,0.5344177613127927,0.1288921355056678,0.40552562580712487,16.833333333333332,0.9346534653465347,692,0.7875722543352601,143,20.664739884393065,NA,NA,NA,NA,NA
2024,Martin Reef (14-123),14-123,66,453,288.6666666666667,70.58333333333333,93.75,76.66666666666667,17.083333333333332,647,0.637233259749816,0.155813097866078,0.20695364238410596,0.16924208977189112,0.037711552612214864,25.333333333333332,0.05921052631578947,259,0.019305019305019305,45,17.374517374517374,NA,NA,NA,NA,NA
2024,Batt Reef (16-029),16-029,160,842.4166666666666,288.1333333333333,203.75,350.53333333333336,220.28333333333333,130.25,2209,0.3420318528044317,0.24186368582451281,0.41610446137105556,0.2614897615985755,0.15461469977247996,21.583333333333332,0.05405405405405406,484,0.006198347107438017,37,7.644628099173553,NA,NA,NA,NA,NA
2024,Hopkinson Reef (18-073),18-073,38,246.66666666666666,211.41666666666666,28.166666666666668,7.083333333333333,7.083333333333333,0,166,0.8570945945945946,0.1141891891891892,0.028716216216216218,0.028716216216216218,0,18,0.009259259259259259,79,0.02531645569620253,14,17.72151898734177,NA,NA,NA,NA,NA
2024,Davies Reef (18-096),18-096,156,489.3666666666667,203.9,145.66666666666666,139.8,107.75,32.05,968,0.4166609903957496,0.29766364689053876,0.28567536271371163,0.2201825488726926,0.065492813841019,6.333333333333333,0.06578947368421052,330,0.015151515151515152,53,16.060606060606062,108,107,208.42348738490742,2024-01-04,99.07407407407408
2024,U/N Reef (21-465),21-465,42,221.73333333333332,198.31666666666666,8.166666666666666,15.25,5.1,10.15,192,0.8943926638604931,0.03683102826217679,0.06877630787733013,0.023000601322910402,0.045775706554419725,14.6,0.04794520547945205,334,0.005988023952095809,11,3.293413173652695,NA,NA,NA,NA,NA
2024,U/N Reef (21-188),21-188,57,312.53333333333336,196.11666666666667,46.233333333333334,70.18333333333334,36.85,33.333333333333336,492,0.6275063993174061,0.14793088737201365,0.2245627133105802,0.11790742320819111,0.10665529010238908,22.3,0.10837070254110613,247,0.08097165991902834,32,12.955465587044534,NA,NA,NA,NA,NA
