Year,ReefName,ReefLabel,Total_Dives,Total_Diver_Hours,Wasted_Diver_Hours,Borderline_Diver_Hours,Needed_Diver_Hours,NeededLow_Diver_Hours,NeededHigh_Diver_Hours,Total_COTS_Culled,Proportion_Wasted,Proportion_Borderline,Proportion_Needed,Proportion_NeededLow,Proportion_NeededHigh,Scout_Diver_Hours,Initial_CPUE,Total_Tows,Mean_COTS_per_Tow,Tows_With_Scars,Pct_Tows_With_Scars,Total_eDNA_Samples,eDNA_Positives,eDNA_Mean_Conc,eDNA_Date,eDNA_Pct_Positive
2020,Fitzroy Island Reef (No 1) (16-054a),16-054a,17,78,13,4.166666666666667,60.833333333333336,19.333333333333332,41.5,333,0.16666666666666666,0.05341880341880342,0.7799145299145299,0.24786324786324784,0.532051282051282,18.366666666666667,0.09891107078039928,44,0.022727272727272728,8,18.181818181818183,NA,NA,NA,NA,NA
2020,Fitzroy Island Reef (No 2) (16-054b),16-054b,2,10.283333333333333,4.95,5.333333333333333,0,0,0,12,0.4813614262560778,0.5186385737439222,0,0,0,10.283333333333333,0.019448946515397084,19,0,1,5.263157894736842,NA,NA,NA,NA,NA
2020,Fitzroy Reef (23-077),23-077,194,749.1166666666667,174.23333333333332,123.38333333333334,451.5,180.66666666666666,270.8333333333333,6799,0.23258504460809395,0.16470509711437917,0.6027098582775269,0.24117293701470618,0.3615369212628206,15.383333333333333,0.02600216684723727,637,0.22291993720565148,101,15.855572998430143,NA,NA,NA,NA,NA
2020,Flynn Reef (16-065),16-065,2,12,12,0,0,0,0,6,1,0,0,0,0,12,0.008333333333333333,73,0,3,4.10958904109589,NA,NA,NA,NA,NA
2020,Fore And Aft Reef (18-043),18-043,57,253.05,44.93333333333333,104.83333333333333,103.28333333333333,51.333333333333336,51.95,700,0.17756701574128958,0.414279127972074,0.40815385628663636,0.2028584601198709,0.20529539616676545,18.666666666666668,0.033035714285714286,508,0.017716535433070866,84,16.535433070866144,NA,NA,NA,NA,NA
2020,Fork Reef (18-083),18-083,6,26.666666666666668,26.666666666666668,0,0,0,0,11,1,0,0,0,0,8,0.010416666666666666,67,0.014925373134328358,1,1.4925373134328357,NA,NA,NA,NA,NA
2020,Hardy Reef (19-135),19-135,16,55.333333333333336,31.333333333333332,18.666666666666668,5.333333333333333,2.6666666666666665,2.6666666666666665,72,0.5662650602409638,0.3373493975903615,0.09638554216867469,0.048192771084337345,0.048192771084337345,10.666666666666666,0.0125,157,0,15,9.554140127388536,NA,NA,NA,NA,NA
2020,Hastings Reef (16-057),16-057,6,25.8,25.8,0,0,0,0,4,1,0,0,0,0,16.833333333333332,0.0029702970297029708,203,0.0049261083743842365,2,0.9852216748768473,NA,NA,NA,NA,NA
2020,Helsdon Reef (14-135),14-135,3,10.55,10.55,0,0,0,0,3,1,0,0,0,0,10.55,0.004739336492890996,109,0.009174311926605505,3,2.7522935779816518,NA,NA,NA,NA,NA
2020,Heron Reef (23-052a),23-052a,14,60.233333333333334,20.666666666666668,10.366666666666667,29.2,0,29.2,280,0.34311012728278917,0.17210846707249586,0.484781405644715,0,0.484781405644715,12.4,0.05241935483870968,515,0.019417475728155338,11,2.1359223300970873,NA,NA,NA,NA,NA
2020,Hoskyn Islands Reef (23-080),23-080,31,139.78333333333333,31.183333333333334,28.05,80.55,32.88333333333333,47.666666666666664,683,0.22308334326934542,0.20066770001192322,0.5762489567187313,0.2352450220579468,0.34100393466078455,3.533333333333333,0.12735849056603774,220,0.06363636363636363,29,13.18181818181818,NA,NA,NA,NA,NA
2020,John Brewer Reef (18-075),18-075,737,2195.766666666667,119.66666666666667,228.11666666666667,1847.9833333333333,482.31666666666666,1365.6666666666667,15522,0.05449880831296586,0.10388930214200051,0.8416118895450335,0.2196575228090416,0.6219543667359919,5.2,0.057692307692307696,1009,0.11000991080277503,477,47.27452923686818,NA,NA,NA,NA,NA
2020,Keeper Reef (18-079),18-079,339,1000.4666666666667,208.98333333333332,181.28333333333333,610.2,342.3,267.9,3866,0.2088858532684747,0.18119877390551076,0.6099153728260146,0.34214033451056175,0.26777503831545274,19.833333333333332,0.13949579831932774,290,0.09655172413793103,96,33.10344827586207,30,24,30.3,2020-05-18,80
2020,Lady Elliot Island Reef (24-008),24-008,47,269.3833333333333,34.1,43.05,192.23333333333332,43.733333333333334,148.5,2156,0.12658541112417251,0.15980944131658725,0.7136051475592402,0.16234609911526326,0.551259048443977,13.2,0.03156565656565657,97,0.020618556701030927,12,12.371134020618557,NA,NA,NA,NA,NA
2020,Lady Musgrave Reef (23-082a),23-082a,200,738.95,178.41666666666666,244.21666666666667,316.31666666666666,235.68333333333334,80.63333333333334,1877,0.24144619617926333,0.33049146311207345,0.42806234070866317,0.3189435460225094,0.10911879468615378,3.2,0.13541666666666666,916,0.05349344978165939,121,13.209606986899564,NA,NA,NA,NA,NA
2020,Lamont Reef (23-076),23-076,4,21.5,8.933333333333334,0,12.566666666666666,5.333333333333333,7.233333333333333,61,0.41550387596899224,0,0.5844961240310077,0.24806201550387597,0.3364341085271318,12.566666666666666,0.07824933687002653,86,0.011627906976744186,2,2.3255813953488373,NA,NA,NA,NA,NA
2020,Lark Reef (15-033),15-033,2,8.95,8.95,0,0,0,0,0,1,0,0,0,0,8.95,0,210,0,1,0.4761904761904762,NA,NA,NA,NA,NA
2020,Lena Reef (15-085),15-085,3,9.183333333333334,9.183333333333334,0,0,0,0,0,1,0,0,0,0,9.183333333333334,0,92,0,1,1.0869565217391304,NA,NA,NA,NA,NA
2020,Linnet Reef (14-126),14-126,4,14.066666666666666,14.066666666666666,0,0,0,0,8,1,0,0,0,0,14.066666666666666,0.009478672985781991,67,0,1,1.4925373134328357,NA,NA,NA,NA,NA
2020,Lizard Island Reef (Coconut Bay) (14-116c),14-116c,2,10,10,0,0,0,0,4,1,0,0,0,0,10,0.006666666666666667,1,0,0,0,NA,NA,NA,NA,NA
2020,Lizard Island Reef (Lagoon) (14-116d),14-116d,5,22.416666666666668,22.416666666666668,0,0,0,0,4,1,0,0,0,0,18.116666666666667,0.0018399264029438822,106,0,4,3.7735849056603774,90,22,3.2328281449222223,2020-08-26,24.444444444444443
2020,Lizard Island Reef (North East) (14-116b),14-116b,1,4.3,4.3,0,0,0,0,1,1,0,0,0,0,4.3,0.003875968992248062,63,0,2,3.1746031746031744,30,10,4.3743973841,2020-08-28,33.33333333333333
2020,Lizard Island Reef (North West) (14-116a),14-116a,5,21.533333333333335,21.533333333333335,0,0,0,0,11,1,0,0,0,0,12.616666666666667,0.010568031704095112,128,0.0078125,10,7.8125,30,16,21.444604067500002,2020-08-28,53.333333333333336
2020,Llewellyn Reef (23-078),23-078,87,319.0833333333333,47.8,59.166666666666664,212.11666666666667,59.43333333333333,152.68333333333334,2143,0.14980412640376078,0.1854270044398015,0.6647688691564377,0.18626273178375555,0.4785061373726822,19.1,0.4886561954624782,297,0.14814814814814814,49,16.4983164983165,NA,NA,NA,NA,NA
2020,Low Islands Reef (16-028),16-028,4,17.55,17.55,0,0,0,0,2,1,0,0,0,0,17.55,0.001899335232668566,27,0,0,0,NA,NA,NA,NA,NA
2020,Lynchs Reef (18-091),18-091,70,329.3333333333333,80.66666666666667,102,146.66666666666666,114.66666666666667,32,864,0.24493927125506076,0.30971659919028344,0.44534412955465585,0.3481781376518219,0.09716599190283401,21.333333333333332,0.04765625,498,0.004016064257028112,9,1.8072289156626504,NA,NA,NA,NA,NA
2020,MacGillivray Reef (14-114),14-114,2,8.366666666666667,8.366666666666667,0,0,0,0,1,1,0,0,0,0,8.366666666666667,0.00199203187250996,16,0,0,0,NA,NA,NA,NA,NA
2020,Mackay Reef (16-015),16-015,7,30.6,30.6,0,0,0,0,4,1,0,0,0,0,17.566666666666666,0.0018975332068311196,28,0,0,0,NA,NA,NA,NA,NA
2020,Martin Reef (14-123),14-123,8,29.483333333333334,18.55,7.45,3.4833333333333334,3.4833333333333334,0,25,0.6291690220463538,0.2526851328434144,0.11814584511023177,0.11814584511023177,0,15.016666666666667,0.017758046614872364,118,0,4,3.389830508474576,NA,NA,NA,NA,NA
2020,Mast Head Reef (23-069),23-069,16,38.2,38.2,0,0,0,0,0,1,0,0,0,0,5.2,0,232,0,11,4.741379310344827,NA,NA,NA,NA,NA
2020,Michaelmas Reef (16-060),16-060,24,92.35,69.41666666666667,7.55,15.383333333333333,11.383333333333333,4,100,0.7516693737592494,0.08175419599350298,0.1665764302472478,0.12326294892618661,0.043313481321061185,7.25,0,261,0,9,3.4482758620689653,NA,NA,NA,NA,NA
2020,Milln Reef (16-067),16-067,5,18.666666666666668,16,2.6666666666666665,0,0,0,12,0.8571428571428571,0.14285714285714285,0,0,0,18.666666666666668,0.010714285714285714,60,0.016666666666666666,1,1.6666666666666667,NA,NA,NA,NA,NA
2020,Moore Reef (16-071),16-071,8,35.733333333333334,4.666666666666667,31.066666666666666,0,0,0,57,0.13059701492537315,0.8694029850746269,0,0,0,17.733333333333334,0.03195488721804511,423,0,15,3.546099290780142,32,19,15.9994447654375,2020-09-14,59.375
2020,No 10 Patches (No 1) (14-151),14-151,3,12.916666666666666,12.916666666666666,0,0,0,0,0,1,0,0,0,0,12.916666666666666,0,15,0,0,0,NA,NA,NA,NA,NA
2020,No 10 Patches (No 2) (14-152),14-152,4,17.233333333333334,17.233333333333334,0,0,0,0,2,1,0,0,0,0,12.566666666666666,0.002652519893899204,24,0,0,0,NA,NA,NA,NA,NA
2020,No 10 Patches (No 3) (14-153a),14-153a,3,12.966666666666667,12.966666666666667,0,0,0,0,0,1,0,0,0,0,12.966666666666667,0,30,0,1,3.3333333333333335,NA,NA,NA,NA,NA
2020,Norman Reef (16-030),16-030,6,22.8,22.8,0,0,0,0,0,1,0,0,0,0,7.5,0,108,0,3,2.7777777777777777,NA,NA,NA,NA,NA
2020,Normanby-Mabel Reef (17-012),17-012,4,17.333333333333332,0,0,17.333333333333332,0,17.333333333333332,361,0,0,1,0,1,17.333333333333332,0.3471153846153846,56,0,6,10.714285714285714,NA,NA,NA,NA,NA
2020,North Direction Reef (14-143),14-143,4,16.666666666666668,16.666666666666668,0,0,0,0,4,1,0,0,0,0,16.666666666666668,0.003999999999999999,17,0,0,0,NA,NA,NA,NA,NA
2020,Pellowe Reef (16-070),16-070,4,18.316666666666666,18.316666666666666,0,0,0,0,5,1,0,0,0,0,18.316666666666666,0.004549590536851683,18,0,3,16.666666666666664,NA,NA,NA,NA,NA
2020,Pickersgill Reef (15-093),15-093,4,20.183333333333334,20.183333333333334,0,0,0,0,6,1,0,0,0,0,20.183333333333334,0.00495458298926507,159,0,1,0.628930817610063,NA,NA,NA,NA,NA
2020,Pith Reef (18-033),18-033,8,36.6,18.666666666666668,4.666666666666667,13.266666666666667,4.666666666666667,8.6,215,0.5100182149362478,0.12750455373406194,0.36247723132969034,0.12750455373406194,0.2349726775956284,18.666666666666668,0.005357142857142857,95,0,14,14.736842105263156,NA,NA,NA,NA,NA
2020,Ribbon No 2 Reef (No 3) (15-075c),15-075c,2,11.6,11.6,0,0,0,0,1,1,0,0,0,0,11.6,0.0014367816091954023,4,0,0,0,NA,NA,NA,NA,NA
2020,Ribbon No 3 Reef (15-050),15-050,4,25.883333333333333,25.883333333333333,0,0,0,0,0,1,0,0,0,0,25.883333333333333,0,143,0,1,0.6993006993006993,NA,NA,NA,NA,NA
2020,Ribbon No 4 Reef (15-046),15-046,4,25.633333333333333,25.633333333333333,0,0,0,0,1,1,0,0,0,0,25.633333333333333,6.501950585175553e-4,76,0,1,1.3157894736842104,NA,NA,NA,NA,NA
2020,Ribbon No 5 Reef (15-038),15-038,4,17.833333333333332,17.833333333333332,0,0,0,0,0,1,0,0,0,0,17.833333333333332,0,134,0,2,1.4925373134328357,NA,NA,NA,NA,NA
2020,Ribbon No 9 Reef (14-154),14-154,2,8.5,8.5,0,0,0,0,0,1,0,0,0,0,4.2,0,173,0,2,1.1560693641618496,NA,NA,NA,NA,NA
2020,Rosser Reef (15-081),15-081,8,41.233333333333334,41.233333333333334,0,0,0,0,4,1,0,0,0,0,20.516666666666666,0.003249390739236393,67,0,2,2.9850746268656714,NA,NA,NA,NA,NA
2020,Round-Russell Reef (17-013),17-013,20,102.9,0,0,102.9,14.233333333333333,88.66666666666667,2063,0,0,1,0.1383219954648526,0.8616780045351474,23.1,0.31313131313131315,72,0.08333333333333333,19,26.38888888888889,NA,NA,NA,NA,NA
2020,Ruby Reef (15-088),15-088,3,9.016666666666667,9.016666666666667,0,0,0,0,0,1,0,0,0,0,9.016666666666667,0,102,0,1,0.9803921568627451,NA,NA,NA,NA,NA
2020,Saxon Reef (16-032),16-032,6,22.883333333333333,22.883333333333333,0,0,0,0,5,1,0,0,0,0,15.316666666666666,0.00544069640914037,41,0.024390243902439025,4,9.75609756097561,NA,NA,NA,NA,NA
2020,St Crispin Reef (16-019),16-019,14,65.3,65.3,0,0,0,0,1,1,0,0,0,0,19.866666666666667,0,278,0.0035971223021582736,3,1.079136690647482,NA,NA,NA,NA,NA
2020,Sudbury Reef (No 1) (17-001a),17-001a,8,37.333333333333336,37.333333333333336,0,0,0,0,9,1,0,0,0,0,9.333333333333334,0.0017857142857142857,452,0.00663716814159292,5,1.1061946902654867,NA,NA,NA,NA,NA
2020,Sykes Reef (23-054),23-054,7,25.55,11.666666666666666,11.166666666666666,2.716666666666667,2.716666666666667,0,34,0.45662100456621,0.4370515329419439,0.10632746249184606,0.10632746249184606,0,4.466666666666667,0,127,0.05511811023622047,7,5.511811023622047,NA,NA,NA,NA,NA
2020,Sylvan Reef (16-017),16-017,4,18.083333333333332,18.083333333333332,0,0,0,0,1,1,0,0,0,0,18.083333333333332,9.216589861751152e-4,16,0,0,0,NA,NA,NA,NA,NA
2020,Tongue Reef (16-026),16-026,8,34.916666666666664,34.916666666666664,0,0,0,0,0,1,0,0,0,0,17.516666666666666,0,665,0,2,0.30075187969924816,NA,NA,NA,NA,NA
2020,Trunk Reef (18-027),18-027,181,816.5,267.5,231.88333333333333,317.1166666666667,190.4,126.71666666666667,2370,0.32761788120024493,0.28399673402735254,0.38838538477240253,0.23319044703000613,0.1551949377423964,18.666666666666668,0.055357142857142855,2690,0.02379182156133829,123,4.5724907063197024,NA,NA,NA,NA,NA
2020,U/N Reef (14-145),14-145,2,8.983333333333333,8.983333333333333,0,0,0,0,3,1,0,0,0,0,8.983333333333333,0.0055658627087198514,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,U/N Reef (14-149),14-149,2,8.533333333333333,8.533333333333333,0,0,0,0,2,1,0,0,0,0,8.533333333333333,0.00390625,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,U/N Reef (15-072),15-072,4,23,23,0,0,0,0,0,1,0,0,0,0,23,0,23,0,0,0,NA,NA,NA,NA,NA
2020,U/N Reef (15-073),15-073,6,34.63333333333333,34.63333333333333,0,0,0,0,0,1,0,0,0,0,11.533333333333333,0,15,0,0,0,NA,NA,NA,NA,NA
2020,U/N Reef (15-077),15-077,4,17.933333333333334,17.933333333333334,0,0,0,0,2,1,0,0,0,0,17.933333333333334,0.0018587360594795538,81,0,1,1.2345679012345678,NA,NA,NA,NA,NA
2020,U/N Reef (16-054f),16-054f,12,59.6,0,0,59.6,0,59.6,609,0,0,1,0,1,40.93333333333333,0.17019543973941367,35,0,14,40,NA,NA,NA,NA,NA
2020,Undine Reef (West) (16-020a),16-020a,4,15.116666666666667,15.116666666666667,0,0,0,0,1,1,0,0,0,0,15.116666666666667,0.0011025358324145535,310,0.0032258064516129032,1,0.3225806451612903,NA,NA,NA,NA,NA
2020,Wheeler Reef (18-095),18-095,12,48,25.333333333333332,22.666666666666668,0,0,0,37,0.5277777777777778,0.47222222222222227,0,0,0,18.666666666666668,8.928571428571428e-4,64,0.03125,4,6.25,NA,NA,NA,NA,NA
2020,Wistari Reef (23-053),23-053,2,5.55,5.55,0,0,0,0,1,1,0,0,0,0,5.55,0.003003003003003003,175,0,2,1.1428571428571428,NA,NA,NA,NA,NA
2021,(Big) Broadhurst Reef (No 1) (18-100a),18-100a,241,1057,181.9,80.46666666666667,794.6333333333333,131.23333333333332,663.4,9793,0.17209082308420057,0.0761274046042258,0.7517817723115736,0.12415641753390097,0.6276253547776727,18.666666666666668,0.008035714285714285,1052,0.07034220532319392,165,15.684410646387834,NA,NA,NA,NA,NA
2021,(Big) Broadhurst Reef (No 2) (18-100b),18-100b,8,31.45,0,0,31.45,19.733333333333334,11.716666666666667,144,0,0,1,0.6274509803921569,0.37254901960784315,15.45,0.08629989212513485,6,0.16666666666666666,4,66.66666666666666,NA,NA,NA,NA,NA
2021,(Little) Broadhurst Reef (18-106),18-106,34,121.38333333333334,0,20,101.38333333333334,33.35,68.03333333333333,842,0,0.16476726623644103,0.835232733763559,0.2747494164492654,0.5604833173142935,16.716666666666665,0.22133599202392823,65,0.2153846153846154,27,41.53846153846154,NA,NA,NA,NA,NA
2021,Agincourt Reefs (No 3) (15-099a),15-099a,6,28,28,0,0,0,0,1,1,0,0,0,0,9.333333333333334,0.0017857142857142857,71,0,4,5.633802816901409,NA,NA,NA,NA,NA
2021,Agincourt Reefs (No 4) (15-096),15-096,7,32.666666666666664,32.666666666666664,0,0,0,0,0,1,0,0,0,0,14,0,100,0,6,6,NA,NA,NA,NA,NA
2021,Backnumbers Reef (18-069a),18-069a,28,137.11666666666667,70.03333333333333,40.666666666666664,26.416666666666668,26.416666666666668,0,196,0.5107572626716907,0.2965844171629998,0.19265832016530934,0.19265832016530934,0,21.333333333333332,0.01796875,211,0.02843601895734597,22,10.42654028436019,NA,NA,NA,NA,NA
2021,Bait Reef (19-137),19-137,11,28.383333333333333,22.05,6.333333333333333,0,0,0,19,0.7768643570170288,0.22313564298297123,0,0,0,6.1,0,189,0.026455026455026454,7,3.7037037037037033,NA,NA,NA,NA,NA
2021,Barnett Patches (18-019),18-019,39,163.33333333333334,78.66666666666667,8,76.66666666666667,4.666666666666667,72,1169,0.4816326530612245,0.04897959183673469,0.46938775510204084,0.02857142857142857,0.4408163265306122,16,0.42083333333333334,163,0.012269938650306749,30,18.404907975460123,NA,NA,NA,NA,NA
2021,Batt Reef (16-029),16-029,136,605.75,94,107.61666666666666,404.1333333333333,173.08333333333334,231.05,2823,0.1551795295088733,0.17765855000687852,0.6671619204842482,0.28573393864355484,0.3814279818406934,12,0.001388888888888889,233,0.04721030042918455,67,28.75536480686695,36,33,52.73052012522222,2021-05-16,91.66666666666666
2021,Black Island Reef (20-017),20-017,6,8.8,8.8,0,0,0,0,0,1,0,0,0,0,8.133333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Boult Reef (23-079),23-079,54,228.15,50.68333333333333,60.43333333333333,117.03333333333333,78.98333333333333,38.05,675,0.22214917086711958,0.2648842136021623,0.5129666155307181,0.34619037183139745,0.1667762436993206,10.25,0.024390243902439025,226,0.01327433628318584,32,14.15929203539823,NA,NA,NA,NA,NA
2021,Bowden Reef (19-019),19-019,10,46.666666666666664,23.333333333333332,14,9.333333333333334,9.333333333333334,0,78,0.5,0.3,0.2,0.2,0,9.333333333333334,0.055357142857142855,38,0.10526315789473684,15,39.473684210526315,36,35,143.6126104561111,2021-05-23,97.22222222222221
2021,Briggs Reef (16-074),16-074,40,173.75,76,32.333333333333336,65.41666666666667,33.4,32.016666666666666,393,0.437410071942446,0.18609112709832135,0.37649880095923266,0.19223021582733812,0.18426858513189448,9.333333333333334,0.03571428571428571,67,0,19,28.35820895522388,NA,NA,NA,NA,NA
2021,Britomart Reef (18-024),18-024,103,450.3666666666667,161.1,92.16666666666667,197.1,96.76666666666667,100.33333333333333,1379,0.3577085337872844,0.20464806454000445,0.4376434016727111,0.2148619643253645,0.2227814373473466,16,0.05,800,0,26,3.25,NA,NA,NA,NA,NA
2021,Cairns Reef (15-086),15-086,16,72,49.333333333333336,13.333333333333334,9.333333333333334,9.333333333333334,0,61,0.6851851851851852,0.1851851851851852,0.12962962962962965,0.12962962962962965,0,18.666666666666668,0.04196428571428571,328,0,5,1.524390243902439,36,4,1.1382533252222222,2021-05-17,11.11111111111111
2021,Davies Reef (18-096),18-096,46,189.41666666666666,0,4,185.41666666666666,58.38333333333333,127.03333333333333,1809,0,0.02111746590409151,0.9788825340959085,0.308227012758469,0.6706555213374396,16,0.2635416666666667,158,0.16455696202531644,38,24.050632911392405,36,33,97.19724720830555,2021-05-24,91.66666666666666
2021,Eddy Reef (17-047),17-047,12,49.31666666666667,4.666666666666667,17.55,27.1,15.65,11.45,152,0.09462656302805002,0.35586346738763097,0.549509969584319,0.31733693815478203,0.23217303142953696,14.65,0.07053469852104664,187,0,1,0.53475935828877,NA,NA,NA,NA,NA
2021,Elford Reef (16-073),16-073,42,171.05,85.81666666666666,38.36666666666667,46.86666666666667,31.25,15.616666666666667,331,0.5017051544382733,0.2243008866803079,0.2739939588814187,0.1826951183864367,0.09129884049498196,11.2,0.11011904761904762,291,0,18,6.185567010309279,NA,NA,NA,NA,NA
2021,Erskine Reef (23-068),23-068,9,1.5166666666666666,1.5166666666666666,0,0,0,0,0,1,0,0,0,0,0.7,0,63,0,0,0,NA,NA,NA,NA,NA
2021,Eyrie Reef (14-118),14-118,31,142.96666666666667,28,36.96666666666667,78,42,36,531,0.19584984844952202,0.2585684308696666,0.5455817206808113,0.29377477267428304,0.2518069480065283,18.383333333333333,0.08340888485947416,87,0.022988505747126436,26,29.88505747126437,36,26,12.04304084025,2021-08-22,72.22222222222221
