Year,ReefName,ReefLabel,Total_Dives,Total_Diver_Hours,Wasted_Diver_Hours,Borderline_Diver_Hours,Needed_Diver_Hours,Total_COTS_Culled,Proportion_Wasted,Proportion_Borderline,Proportion_Needed,Total_Tows,Mean_COTS_per_Tow,Tows_With_Scars,Pct_Tows_With_Scars,Total_eDNA_Samples,eDNA_Positives,eDNA_Mean_Conc,eDNA_Pct_Positive
2024,U/N Reef (10-384),10-384,38,174.5,113,47.25,14.25,174,0.6475644699140402,0.2707736389684814,0.08166189111747851,70,0.11428571428571428,29,41.42857142857143,NA,NA,NA,NA
2025,(Big) Broadhurst Reef (No 1) (18-100a),18-100a,116,589.1666666666666,346.9,93.85,148.41666666666666,1151,0.5887977369165488,0.1592927864214993,0.2519094766619519,637,0.026687598116169546,126,19.78021978021978,24,12,7.625,50
2025,Heron Reef (23-052a),23-052a,60,360.4,272.9166666666667,68.9,18.583333333333332,337,0.7572604513503516,0.1911764705882353,0.05156307806141325,217,0.05069124423963134,43,19.81566820276498,NA,NA,NA,NA
2025,U/N Reef (10-384),10-384,142,580.0166666666667,210.66666666666666,184.63333333333333,184.71666666666667,1283,0.3632079537944312,0.3183241860866067,0.3184678601189621,410,0.11219512195121951,83,20.243902439024392,NA,NA,NA,NA
2025,Darley Reef (19-043),19-043,66,212.91666666666666,168.55,17.233333333333334,27.133333333333333,166,0.7916242661448142,0.08093933463796478,0.12743639921722114,335,0.008955223880597015,58,17.313432835820898,NA,NA,NA,NA
2025,Hopkinson Reef (18-073),18-073,46,312.05,161.3,86,64.75,598,0.5169043422528441,0.2755968594776478,0.2074987982695081,137,0.043795620437956206,47,34.306569343065696,NA,NA,NA,NA
2025,Batt Reef (16-029),16-029,254,1429.7,160.01666666666668,174.66666666666666,1095.0166666666667,7841,0.11192324730129864,0.12217015224639201,0.7659066004523093,237,0.029535864978902954,92,38.81856540084388,42,32,16.12799251502381,76.19047619047619
2025,U/N Reef (21-466),21-466,20,157.25,157.25,0,0,13,1,0,0,180,0.005555555555555556,10,5.555555555555555,24,2,0.9375,8.333333333333332
2025,U/N Reef (10-400),10-400,33,158.2,150.2,8,0,34,0.9494310998735778,0.050568900126422255,0,145,0.027586206896551724,38,26.20689655172414,NA,NA,NA,NA
2025,Fitzroy Reef (23-077),23-077,67,333.03333333333336,143.63333333333333,109.81666666666666,79.58333333333333,527,0.43128815934340903,0.32974677209488534,0.2389650685617055,513,0.1364522417153996,111,21.637426900584796,NA,NA,NA,NA
2025,Barnett Patches (18-019),18-019,24,149.16666666666666,142.83333333333334,6.333333333333333,0,54,0.9575418994413409,0.04245810055865922,0,144,0,37,25.694444444444443,NA,NA,NA,NA
2025,Llewellyn Reef (23-078),23-078,100,410.1,138.93333333333334,89.61666666666666,181.55,970,0.33877915955458016,0.21852393725107694,0.44269690319434285,453,0.17880794701986755,83,18.322295805739515,NA,NA,NA,NA
2025,Lady Musgrave Reef (23-082a),23-082a,66,371.81666666666666,135.1,85.28333333333333,151.43333333333334,930,0.3633511139002196,0.22936931283338563,0.40727957326639475,483,0.07039337474120083,60,12.422360248447205,NA,NA,NA,NA
2025,Low Islands Reef (16-028),16-028,20,130,130,0,0,4,1,0,0,60,0,17,28.333333333333332,NA,NA,NA,NA
2025,Forrester Reef (15-009),15-009,45,281.15,124.31666666666666,51.583333333333336,105.25,710,0.44217203153713913,0.1834726421246073,0.37435532633825364,135,0.007407407407407408,23,17.037037037037038,NA,NA,NA,NA
2025,Emperor Reef (21-538),21-538,35,166.13333333333333,123.26666666666667,5.25,37.61666666666667,358,0.7419743178170145,0.03160112359550562,0.22642455858747995,173,0.028901734104046242,45,26.011560693641616,NA,NA,NA,NA
2025,Davies Reef (18-096),18-096,62,222.01666666666668,109.63333333333334,81.38333333333334,31,291,0.49380677126341865,0.3665640717663839,0.13962915697019743,177,0.096045197740113,35,19.774011299435028,42,40,71.80173417483333,95.23809523809523
2025,U/N Reef (21-465),21-465,19,106.58333333333333,103.05,0,3.533333333333333,42,0.9668491008600469,0,0.03315089913995309,194,0.015463917525773196,14,7.216494845360824,NA,NA,NA,NA
2025,Bowden Reef (19-019),19-019,42,147.55,101.08333333333333,11.8,34.666666666666664,182,0.6850785044617643,0.07997289054557777,0.23494860499265782,244,0.05327868852459016,20,8.19672131147541,42,32,16.150817314833333,76.19047619047619
2025,Centipede Reef (18-088),18-088,15,99.91666666666667,99.91666666666667,0,0,18,1,0,0,96,0,19,19.791666666666664,NA,NA,NA,NA
2025,St Crispin Reef (16-019),16-019,11,92.4,92.4,0,0,13,1,0,0,303,0.006600660066006601,8,2.6402640264026402,NA,NA,NA,NA
2026,Emperor Reef (21-538),21-538,29,144.86666666666667,114.6,9.75,20.516666666666666,123,0.7910722503451448,0.06730326737229636,0.14162448228255867,148,0,53,35.810810810810814,NA,NA,NA,NA
2026,U/N Reef (21-551),21-551,6,51.983333333333334,51.983333333333334,0,0,19,1,0,0,114,0,4,3.508771929824561,NA,NA,NA,NA
2026,Tongue Reef (16-026),16-026,30,111.18333333333334,51.95,5,54.233333333333334,390,0.4672462899115575,0.0449707690001499,0.4877829410882926,310,0.0064516129032258064,45,14.516129032258066,NA,NA,NA,NA
